"id","scene","prompt","response","machine_decision","valid_output","finish_reason","latency_seconds","human_decision","reviewer_id","review_notes"
"2717","casual_chat","帅特日记","欸你别说，我看有一个狼宝的版本还蛮好听的，我觉得我的声音应该还适合这首歌的，但是这个词好像有点羞耻。（看BV1JQhJeZEon）","R","True","stop","0.671392","","",""
"2722","casual_chat","有没有去猫猫家","当然没有啦！我们都是i人互相的交流都蛮少的，就只有偶尔一下拿东西的时候碰到了猫猫的手指，还有最后挥手再见的时候，猫猫以为是要和我击掌，然后就又击了个掌。我们其实去的地方其实蛮少的，基本就是猫猫带着我吃了一家猫猫喜欢的寿司店，其他都是去了正常的地方，白天基本就是去逛谷子店，各种谷子店！（谷子店奇遇~）海景白菜吃，你们知道什么意思嘛？你们知道海景房吧，其实就是用白菜价把海景房买下来~还有你们不要觉得去了日本就随便买买买了啊，毕竟奇怪的是有些谷子在日本买居然比国内闲鱼还贵！明明闲鱼的东西不也是从日本来的嘛，为什么会这样。买gbc谷子的时候有一个盲盒自己就买了一个，然后猫猫也拿了一些，问猫猫","R","True","stop","0.725606","","",""
"2726","casual_chat","私下玩这么花的嘛","那是因为我在弄nunu的时候被三无推荐了特别好的店铺，人家还给我优惠价格，本来三无还说这不得请我吃饭，然后我来了句从今往后你就是我的主人，一般来说都会被吓退了，但是三无抹布录很淡然的就接受了，（三无：那就让我当个月的主人爽爽吧）所以三无就当了我的主人！还有人说我声音变了的，那是前面在聊一些比较伤感的事情嘛，你看我唱完歌现在只能用比较高的声音说话的时候声音不就回来了嘛！好了晚安！/结束","R","True","stop","0.64888","","",""
"2732","casual_chat","只有一个小时二十分钟","你这个人啊，真是（不知道是什么的广告词）","R","True","stop","0.723242","","",""
"2751","casual_chat","我截的就是那张","那只能说咱们有品！当然不是说其他毛怪没品的意思。说着说着就去接杯水喝啦~现在我的杯子只有200ml这样就可以频繁地去接水了。","R","True","stop","0.973042","","",""
"2758","question_answer","两天演出内容是否完全一样？A：两天只有3首歌不一样。Q：svip周边可以单独买吗？A：svip特典买不到，想要那就祝你抢到Q：内场遮挡问题","我们花了很多钱在屏幕上，台子很高，不会有遮挡问题，除非你前面坐的是浩克","R","True","stop","0.616876","","",""
"2759","question_answer","哪一个平台抢票好一点？（哪个平台票多）A：会员购/大麦差不多，小程序稍微少一点 Q：有直播吗？A：无直播，回放视频会在10月3日投稿 大家记得10.3是什么日子嘛？//21年海上油菜花开的那天 Q：个人类是什么意思？","之前是个人，现在这次是人类了！Q：多平台重复购票问题","R","True","stop","0.50084","","",""
"2760","question_answer","那收什么礼物呢？","只收信件/自制物。体积有限制，能放进牛仔裤口袋里的程度。我怕太多我真的怕拿不回去，其实我本来只想收信件的，且最好保存，但是有些同学手工确实很厉害。Q：信件如何转交？","R","True","stop","0.741819","","",""
"2761","question_answer","入场前小活动怎么参加？A：白天运动会要买票的，但是没有单独收门票，只对有演唱会门票开放，考虑场地问题需要再等一等，会给大家安排更舒适的环境Q：行李寄存/巨大体积应援物能否携带入场？","不可以带进场地","R","True","stop","0.571439","","",""
"2762","casual_chat","是否有荧光棒贩售？","贩售周边无荧光棒。可以自己带，常规尺寸，不要搞非常大的 上次油菜花有人带灯管，但是这次不可以。手电筒不可以。可以带其他活动的应援棒，你带别人的活动我更放心呢，自己做的这个我还得警惕一下。Q：有无嘉宾？A：妹有Q：cos入场妆厚人脸识别失败怎么办？A：可以走人工通道，为什么要给自己增加入场难度啊！！！！！Q：我有两张票能带人嘛？A：你第二个人的信息是你朋友就可以呀Q：场馆内有无饮食","R","True","stop","1.0089","","",""
"2763","question_answer","憋不住可以上厕所吗？","场内有厕所的 你尽量憋一憋？因为场里有4000多人呢 两个小时尽量憋一憋！真有大东西憋不住就去吧~ 头几天要做一下饮食管理吧！ 少喝水还是不要，还是得喝水！你把我给说怕了，要是那天兜不住的是我呢！不要问我啊！我也好怕！（今日snp 1/1）Q：场馆内热吗？A：我看过这个场办过的活动，都是没有说热","R","True","stop","0.655313","","",""
"2764","question_answer","没满16家长来不了怎么办？","你太小了不可以单独出现，我们担心你人身安全，打视频？这个也不太好操作 你一定要带家长来！Q：抢不到心仪的票？","R","True","stop","0.735613","","",""
"2765","teasing","两天不一样的歌是什么呢？A：一天是越权访问一天是速通满级攻略，不同的歌里面大家比较了解的是这两首。所以游戏人生啥时候出第二季）你把我问道了呀2333 Q：这次演唱会有新歌首发吗","有的，有一首但也不算首发吧，我会投稿，投稿之后在live上唱。包包Q1：两天都会唱吗 A1：不会。包包Q2：那是哪天会唱呢？A2：不告诉你，我没想好！Q：有没有上海美食推荐","R","True","stop","0.533847","","",""
"2767","question_answer","有激光吗？","好像没有，激光是什么？包包：他们想问的是有没有会损坏设备的激光。哦哦这个我不知道欸，我得去问问，之后再来给大家回答吧。激光……我不知道欸，正常的live会有激光吗 包包：有些会，要做一些舞台效果的时候，但是都是往内打的，不会往外打，不会太影响。星铁的也有激光","R","True","stop","0.499327","","",""
